title,content,date
Why don't they make films like this anymore,Seriously the best fantasy film of the modern area with great acting and emotional rollercoastering all the way through. The soundtrack by Zimmer really propels this film,18 February 2019
Timeless. A modern day classic. Epitome of an epic. An all-time great.,"""Are you not entertained?!?!""One of the most perfect movies ever made. The pacing the characterization & development. Hans Zimmer's score. John Mathieson's cinematography. Career-making acting from Russell Crowe Joaquin Phoenix Connie Nielsen & Djimon Hounsou. Everything is on point.This movie is an integral part of Ridley Scott's holy trinity along with Blade Runner & Alien. Endlessly rewatchable. Endlessly quotable. An epic tragedy on the level of Shakespeare & Ancient Greece.This movie will be just as popular a hundred years from now and no movie about Ancient Rome will have topped it.",17 February 2021
Edge of Your Seat Fun!,"Great Story! Great Writing! Great Acting! Great Directing! Great Score! This movie has it all. I especially enjoyed the mood of the film. Even though it has a lot of action there is a subtle elegance throughout the picture that gives it great style. The movie flows effortlessly from scene to scene while at the same time creating wonderful intensity and nail-biting excitement.The acting in the movie more than lives up to expectations. Russell Crowe is brilliant in his role as Maximus the ""general who became a slave who became a gladiator who defied an emperor."" Crowe's intense style is perfect for the relentless determination and confidence of Maximus. Joaquin Phoenix is equally wonderful in his role as Commodus the corrupt emperor. He plays a great villain because he is able to give Commodus depth by showing certain vulnerable or fragile sides while at the same time instantly transforming to let the ruthless nature of his volatile character shine. It also helps that Joaquin has the classic Caesar look that works perfectly with his role.Connie Nielsen is also very good as Lucilla. However perhaps the two finest performances in the movie were given by a couple of acting veterans in supporting roles. Richard Harris and Oliver Reed were exceptional in what will be remembered as crowning achievements at the end of their careers. Harris was perfect as Marcus Aurelius the aging Caesar who reflects upon his life and contemplates how the world will remember him. And Reed especially gave my personal favorite performance in the movie as Proximo the trainer for the gladiators. The way he spoke about the life of a gladiator the splendor of Rome and the ""thrill of the Coliseum"" really added excitement and anticipation during the viewing of the movie.Gladiator is filled with many memorable moments that one would need to see more than once to fully appreciate. The excitement felt for me when Rome is first shown in all its wonder and marvel is my favorite scene. But the whole movie is a rush! Hans Zimmer provides the absolute perfect score to capture the different moods in the movie. Ridley Scott sets the perfect tone with his artistic and creative directing. I would recommend it to anyone who can stomach intensity and enjoy an epic story for the ages. Next to Braveheart this movie is the greatest of all-time!",19 February 2001
Amazing movie,This movie is amazing every soul should see this Russell Crowe deserved the Oscar,29 December 2020
Special effects and powerful acting make Gladiator an epic.,I borrowed this movie on DVD but I wish I had seen it in the theater for it would have been a lot more fun and powerful there. Despite this Gladiator is one of the most powerful and moving films I've ever seen. The plot goes so smooth together as well as the acting and the terrific musical score. Director Ridley Scott puts all effort into making this film an epic and he does just that. I'd have to say that anyone who likes Ridley Scott (I sure do) should see this. It is a lot like Ridley's other movies (Black Hawk Down was also amazing). If you can stand a little bit--well ok a LOT of blood and gore then you should see this. Russell Crowe shows an excellent performance like no other. I don't think there's one bad movie that Ridley Scott has made or that Russell Crowe has acted in. The fact that the brutal battles involving innocent slaves in this film actually happened in real life centuries ago makes it even more interesting and powerful. Emperor Commodus is a truely evil and life-like villian who shows a lot of his wits in attempts to get his revenge against Maximus.Ridley Scott went to many different locations to shoot this film to make it real and he does. The film is set in Rome and it looks just like it. You feel as if you are there in the crowd hearing them cheer and cheer to see the death. To some of you this may sound a little barbaric and believe me the film is VERY barbaric and brutual however it teaches a very strong lesson of what happens when an economy turns as violent as Rome was. Ridley Scott goes to many lengths to make this movie real because even though the characters are fictitious all of this really did happen. Innocent people had to go through brutual fighting while thousands of people cheered for either their death or the enemy's death. If you were an inexperienced fighter chances are you would get killed. But the strange thing is that Rome LOVED this. People came from all over to see these fights and to see the blood that was shed that is why you can't blame the characters in this film for being so forlorn and saddened the whole time. The film itself is very dark. The theme is dark and the ending is dark. From beginning to end there is excessive violence (for those action movie-goers this is a movie for you). But if the violence is concerning you don't let it. The special effects make the movie great but it's the acting and storyline that make it spectacular. HIGHLY RECCOMMENDED for anyone who wants a good time. Definitely makes you think. ***** out of *****.,6 March 2002
Cecil B DeMille eat your heart out,"The epic blockbuster returns with the 21st Century's answer to Cecil B DeMille Ridley Scott and his dramatic tale of courage and revenge GLADIATOR - ""the general who became a slave the slave who became a gladiator the gladiator who defied an emperor"".Once a great roman General and as good as adopted son of Marcus Aurelius Caesar (Harris) Maximus (Crowe) is forced into exile by Commodus (Phoenix) heir to the throne after the death of Marcus. Saved from death by slavers he is purchased for use as a gladiator by Proximo (Reed) and ends up in the arena of all arena's the Colloseum where he proves unbeatable under his guise as ""The Spaniard"".And with a budget of over $100m Scott certainly delivers the goods. GLADIATOR transcends the notion of 'blockbuster' that we have become accustomed to in the age of electronic and special effects wizardry and instead offers a good old fashioned action film along the lines of Spartacus and and Ben Hur. Not only are we drawn into an archetypal story that contains all the classic elements a filmgoer could dream of (love loss courage despair good triumphing over evil etc etc) - also on offer is a visual feast of cinematic painting after painting - a rich tapestry of images that are breathtaking and ultimately visually satisfying. From the plains of Germania to the desert stronghold of Zuchobar and finally to great Rome herself John Mathiesion the cinematographer is to be commended highly for his general inventiveness and ability to capture so much on film. The opening battle scene is superb as a cast of thousands erupt across the screen and provide an indication that we are about to see a film that pays incredible attention to detail throughout its entirety. In every way Scott has created a world for us that scuttles films of similar epic undertakings (and budgets!) and sends them to their dooms at the bottom of the murky depths of film history where they belong.The cast is generally very strong. Crowe proves himself very suitable to the task with a great emotional range and depth of character. His accent ocassionally bugged me (as did the mish mash of accents on offer - but that is I guess a legacy of 'internationally casted films') but this aside he was well and truly up to the task. Phoenix is also excellent as the disturbed Commodus as is Nielson as Lucilla the daughter of Marcus who ""should have been a son"" and finds herself torn between loyalty to her brother and doing what is 'right'. The old guard thesps of Harris Reed and Jacobi (Grachus) are uniformly strong as supporting characters and Spencer Treat Clark (Lucius) does a fine job as the young heir to the throne.Add to this great cast excellent editing and post production work and an intricate soundscape (including a magnificent Hans Zimmer score) and you have a film that despite its length was highly palatable and had me in there from beginning to end. A must see.",2 May 2000
Can't be missed!,"""Gladiator"" definitely is a classic film as it combines a simple but moving story with beautiful scenery filming direction and score  it is truly a ""complete"" movie.I am mostly compelled with the beautiful script which in a way reminds me of poetry though it is still everyday language. I love the acting portrayed by the late Oliver Reed and also Richard Harris. Russell Crowe Djimon Housou and Joaquin Phoenix are also superb and the parts suit them perfectly. There are also a number of less ""popular"" artists who also deserve a big ""bravo"". Amongst them I have to mention ex-Mr Universe Ralph Moeller who is mostly used as the comic relief of the movie. In Gladiator we can also the beautiful and popular Maltese TV Star and actress Ruth Frendo who although has a small part she is totally brilliant and outstanding.Actually I got to IMDb while I was looking for her name on the internet in fact on IMDb she has some very stunning photos. I was lucky to meet Ruth Frendo whilst she was filming in another Maltese production. Ruth Frendo is not only a gorgeous and talented actress but she is also amazingly intelligent and very down-to-earth. We will definitely be seeing more of her work in the future... The scenery used for ""Gladiator"" is brilliant  and the opening battle scene is definitely one of my top favorite scenes. The modern camera technique contrasts sharply to the brutality of the gladiators actions and blood shed during the movie; and I love the light contrasts thanks to the lenses which most definitely have been used to create a surreal feel to the entire movie.""Gladiator"" deserves all the awards and great reviews it has received and for those of you who still haven't gone and watched it  I can assure you that it will be well worth your time and money. So go on and rent it now!",12 September 2005
Breathtaking!,Once again Director Ridley Scott proves to be as professional as one can be. The recreation of ancient Rome is splendid with all its magnificent buildings and atmosphere and he is able to show with all brightness the greatness of the Roman Empire with its political problems and military discipline and love and treason of hate and jealousy that still have a place in our world today. But the story has a glow of its own to which all the beautiful scenery (believe me it's awesome!!!) and great cinematography are just balancing factors. The plot is a rich one that is as dynamic as it is present. He once again after Blade Runner 1492 and others helps us visit the depths of the human soul which remains the same over all our historical and social experience. Even the fights are displayed in such a way that all the blood is quite discrete but still making us feel like screaming and jumping out of our seats. I would also like to point out the performances of the cast that is surprisingly good. We have some actors and actresses who are not Hollywood icons but are are greatly able to move the audience among screams and tears. All in all we have guys like Russel Crowe who are coming out to be part of a new and extremely promising harvest of people who are making each time more fans around the world. Well you should see for yourself!,6 June 2000
A Very Good Movie That Could Have Been Even Better,"The beginning of ""Gladiator"" is powerful. We see the Roman Legion fighting against the Germanic tribes in what surely must be one of the most spectacular battle scenes ever filmed; one which truly does give the viewer a taste of what warfare in that era must have been like. The ending is powerful as the quest for vengeance finally comes to a head with General Maximus facing the Emperor Commodus in a gladiatorial contest in the Roman arena. In between - well - things could have been a little better.The acting in this movie I thought was first-rate. Russell Crowe as General Maximus Joaquin Phoenix as Emperor Commodus and Connie Nielsen as Lucilla sister of Commodus all played their parts perfectly. The gladiatorial bouts were superbly choreographed. The set decoration was magnificent and looked exactly as I would expect Imperial Rome to have looked. So why do I say this could have been better?(POSSIBLE SPOILERS)Basically the whole thing was just a bit too clear-cut for me. Maximus was too obviously the good guy Commodus too obviously the bad guy. With this being so clear we know that the movie must be heading for the final confrontation between the two and it makes watching the middle 90 minutes or so difficult. ""Get on with it"" I found myself thinking from time to time. It didn't have to be quite so clear cut. The potential was there to give the viewer a real ethical choice to make. I mean one can understand Commodus being angry when Emperor Marcus Aurelius (Richard Harris) - his father - takes away the throne that Commodus had believed all his life would be his and hands control of Rome over to Maximus. Commodus could have been a sympathetic character. He didn't have to murder his father. His father was elderly; a natural death wouldn't have been out of the question. And why the incestuous fascination with Lucilla? I didn't think it added anything to the movie - except to make Commodus even more repulsive. In the end the movie didn't make me think about anything; it didn't challenge me with any moral decision-making; it didn't make choosing sides in this battle even remotely difficult.Don't get me wrong. This was a very good movie. One can always argue whether this movie or that should have been named best picture; one certainly has to agree that ""Gladiator"" was worthy of consideration. I just felt it could have been better. In the end I give it a rating of 7/10.",24 March 2002
A nail biting intense modern epic!,Most films require that the viewer identifies with the character to truly be engrossed with the film. If you can't feel something for the character than the audience is lost.Luckily in Ridley Scott's case Russel Crowe is so captivating and convincing as a general loved by his troops and as a slave loved by the people that the movie really works. Possibly one of the greatest actors today Crowe carries this epic film on his very capable shoulders.Not to say that he is the only reason this works. The supporting cast most notably Connie Neilsen buoy the film to new perspectives.Jacquin Phoenix definitely captures the egotisitcal persona he should display stealing every scene he's in. Phoenix will surely be put on the map with Gladiator.But the real shining star in this film are the incredible action sequences which jolt the viewer right in with the opening sequences as Maximus' true worth to the Roman Empire is displayed. Scott's camera work within these completed sequences takes a modern twist that really works for the gruesome scenes.Crowe will now get the respect he deserves for this collosal performance. Gladiator makes the most of its 2 and a half hours marking a triumphant comeback for the long forgotten epics of the classic days of film. ALL HAIL MAXIMUS!,3 May 2000
A general who became a slave. A slave who became a gladiator. A gladiator who defied an emperor.,This movie is awesome! I think it's great to be in one of IMDb's top 250 best movies because it deserves it. Every time I watch 'Gladiator'I stay touched by the story and I never get bored of it.It's one of the most excellent movies already made in the movie's history! Russel Crowe is terrific in the role of Maximus and so is Joaquim phoenix great as commodus. For people who enjoys historyspecially ancient historyis a chance to see how was Rome many centuries ago and also know better about the gladiators the Colosseum and how some things worked in that time.I will not write about the plot here because many people already did this; I will only say for people that never watched this movie that it deserves to be watched and if you have some money buy the DVD!,24 October 2005
The Glory that was Rome was of another day,35 years after Samuel Bronston and Anthony Mann gave us The Fall Of The Roman Empire Ridley Scott told the same tale of the Emperor Commodus and his problems succeeding his legendary father Emperor/philosopher Marcus Aurelius. Neither film got the story right both have him killing his father and both have him with a hero/rival. In the Mann film it's Stephen Boyd in this film it is Russell Crowe. Both have a sister working against him Sophia Loren in the Mann film and in the Ridley Scott film Connie Nielsen.Although I loved Christopher Plummer in The Fall Of The Roman Empire truth be told Joaquin Phoenix is closer to the real Commodus. Commodus was only a teen when he became Emperor in 180 AD and reigned a lot longer than it seemed in Gladiator. In real life he was strangled by a wrestler who was part of a conspiracy. He did in fact love the Coliseum and did like to participate occasionally as is shown in both films.In this film when Joaquin Phoenix learns that Richard Harris as Marcus Aurelius plans to name Russell Crowe one of his best fighting generals as his successor he kills Harris and Crowe's family. Crowe is sold off in bondage but works his way back to Rome to take Phoenix down.Gladiator marks he farewell film of Oliver Reed who plays the head of the gladiator school who trains Crowe. Derek Jacobi plays a senator and as he did in I Claudius dreams of reestablishing the republic.Gladiator won for Best Picture and Best Actor for Russell Crowe and also won for costume design special effects and best sound. Sharp film fans will see bits of both Ben-Hur and Spartacus woven into the story.Gladiator is a well put together drama and Crowe and Phoenix have quite an acting duel. Maybe the real Commodus story will get a film one day. Until then Gladiator and The Fall Of The Roman Empire will do nicely.,4 October 2020
One of the Greatest Movies Ever,I love history and to me Gladiator is a masterpiece. It is the most accurate picture of the Roman Empire Hollywood has ever put out. People declare Spartacus a masterpiece but Gladiator far outdoes Spartacus in quality. The costuming the acting the screenplay the scenery and the fighting styles made me think that I had traveled back to 180 A.D. Russell Crowe is a true Hollywood tough guy and he is superb in this movie. Joaquin Phoenix is outstanding as a villain one of the best in movie history. He played his character as if it were a psychologist's dream case. Connie Nielsen plays one of the strongest female characters that I have ever seen. The choreographer of the action sequences was brilliant. Ridley Scott did an outstanding job in recreating the Empire including the multitude of ethnic groups within the Empire and accurately depicting everyday life. If you're looking for insight into what the Roman Empire was like this is a perfect depiction.,7 September 2002
Epic spectacle,An epic awe-inspiring movie which thankfully shows us that Hollywood hasn't forgotten how to make good movies anymore this is a film which has it all from intrigue to suspense to violence to subtle romance. Forget any of the other CGI-laden rubbish filling out the multiplexes this is a film which simply has to be seen at the cinema - or alternatively on a very big television screen indeed. Due to the fact that this film was hyped up incredibly it doesn't actually live up to the hype but nothing could have done. GLADIATOR is pure old-fashioned escapism nothing less.For once the acting is totally flawless. Russell Crowe comes out of nowhere to give us a powerful sensitive action hero able to emote without the use of dialogue delivering his lines when needed with a gruff British accent. Crowe is a revelation here - I hated him in VIRTUOSITY but his acting is excellent and finely judged right up there with the brooding intensity of De Niro or Pacino. He is well supported by a varied cast including Connie Nielsen who makes a very sultry and alluring love interest. Joaquin Phoenix makes his snivelling whining emperor truly despicable easily soaking up the entire audience's hatred. Oliver Reed is also very good in what was to be his final role as the proud but friendly slave owner who becomes Maximus' friend. Richard Harris lends an air of nobility and authenticity in his brief role as the dying emperor Caesar while noted British actors Derek Jacobi and David Hemmings appear as senators.Okay so the plot of revenge is a fairly clichéd one and the plot here is reminiscent of a whole number of other films as well as MACBETH but it is given added power and resonance by the great acting. The music score is also absolutely excellent and really adds to this film's atmosphere. Physically it is beautifully made and extremely realistic - you constantly feel that you're in Rome itself. Everything is epic and the whole film is chock-full of grandeur. It looks lovely it sounds lovely hell it is lovely.Director Ridley Scott doesn't skimp on the gore front either leaving in some gruesome shots of people being cut in half being decapitated and blood spraying in the air and all over the place. The battle scenes are the highlight of the film and are filmed in a weird way - sometimes sped up sometimes slowed down - which make them so realistic that you do feel like you're there. They're also very exciting with Crowe taking on ferocious tigers masked hulking warriors and chariots too. The twists and turns in the plot are unexpected and there's a moving poignant ending giving this film an extra element. Old-fashioned well-crafted and truly splendid - any movie fan owes it to themselves to see this film.,22 July 2016
The most perfect movie ever made,Rewatched this movie today. I am convinced it is the most perfect movie ever made. It has a strong female character positive and realistic minority rep (the Roman Empire extended into Africa and I think lots of people forget that) and a compelling revenge plot. Every line moves the plot forward and is memorable. The music is gorgeous. The acting is impeccable. The visuals are absolutely stunning - especially the rose petals raining down as the emperor is ascending on the platform. The visual of the emperor dead in the colosseum while the crowd lifts Maximus away. The whole concept of Elysium makes me cry every time. The ending couldn't have wrapped everything up better.,11 December 2020
