title,content,date
Visually innovative but has a lack of focus and is overstuffed.,"As much as I enjoy this movie (and as an animator/storyartist I love the visuals!) I have to honest and say it is a bit of an unfocused mess. The reason why you should see this movie is because it is the first in what will hopefully be a trend of innovative and creative animated movies that aren't just looking over the shoulders of what Disney and Pixar are doing. This movie is its own creature and I think it deserves to be seen just for the visuals and the opportunity to hopefully support this trend...However I would only say that if the movie has some substance to it.... which it does. I recommend people see this movie but it should be noted that I think this movie may be getting the ""Kubo"" treatment where an animated film is visually impressive to such a degree that people gloss over bad writing because everything they are looking at is so cool.The first half of this movie is brilliant. I think just about everything in the first half works really well and is super effective. Miles Morales felt like a real kid with some real kid issues Peter B Parker was funny tragic and fleshed out and Gwen... existed (we'll get to her later). My eyes were glued to the screen and I was excited for where the story would go as I was genuinely surprised at a couple twists and turns in the story.Then a certain moment happened in the movie where I was taken out of the film and went ""Wait... oh shoot this is going downhill real fast."" It was the introduction of all of the other spider-verse characters. At that moment the film shifted gears into an entirely different film from the first half. Does Miles Morales fit in with the professionals? Can Miles Morales impress them? Everyone seems to hate him due to his lack of experience! Can Miles Morales take a leap of faith (which he already did in the beginning of the movie)??!?! Is Miles Morales even relevant to the story?!?!?!?! All of these sudden new themes and plot developments completely derail what the first half of the film was setting up to such a degree that it felt like a giant schism cut through the film and the second half of the film was waving goodbye to the first half.I'll be clear that I have no issue with other spider-verse characters sharing screen-time in the film the issue is that they don't add much in terms of character development or interaction with Miles. The characters should serve to help Miles grow but in this movie they just seem like another pair of fists to punch bad guys and there is no better example of this than...Gwen Stacey.Gwen Stacey has the unfortunate issue of being completely irrelevant to the story when she should be an important and vital character to Peter B Parker's/Miles Morales' character growth and should have an arc of her own. This is a character who witnessed Peter Parker (her best friend) die and Peter B Parker is someone who witnessed Gwen Stacey die in her universe! WHY DON'T THEY DISCUSS THIS!!! Peter B Parker should be surprised and excited to see someone he knew as dead alive again and she should be happy to see her best friend once more! Instead the two characters just... punch bad guys... like everyone else. No growth or development between the two.To make matters worse Gwen doesn't even really work to help Miles Morales develop as a character. In the beginning of the film she is built up to be one of the main characters but in the second half she doesn't develop any further than she did in the beginning. She experiences no character growth nor does she help develop any other characters. She just exists in the film.I could go on for a while about all of the different weird pacing issues in the second half of the film such as Miles Morales suddenly getting super powerful and skilled out of nowhere (it's odd that people complain about ""Mary Sues"" in film but don't complain about Miles Morales going from zero to hero in one scene) or a single cut from a comedy scene to a tragic ""friends splitting up"" scene some loose character threads such as Miles' dad telling cops to chase spider-man but we never see them do it and many other instances of odd pacing choices and poor juxtapositions of emotional story beats.But I will end this on a positive note: All of the characters are enjoyable when they get their moment and I think the writing on the father was really good. He wasn't your typical ""larger than life"" father but a very honest strong but stubborn dad who has his flaws yet is very likable and reasonable. I wish him and Uncle Aaron had some scenes together and their dynamic was a bit more fleshed out but as is I still like them regardless of the additional scenes they deserved.Go see it if you want to support innovative and risky animation but be warned that it is not a perfect film (other than visually).",4 January 2019
Creative funny engaging and exciting,"There was a lot of hype about this film which surprised me because when I first glanced at the trailer I just dismissed what I saw as a direct-to-TV film. The hype gave me pause but at the same time made me wait so that it had time to settle into reality. Coming to it outside of the hype and awards I was open to what to expect and was pleasantly surprised. What pleased me was how creative it was in several areas of production. In terms of narrative it took the risk to be silly with its alternative Spider-Men but was able to balance that with an engaging and reasonably serious core narrative. It managed to be funny fun engaging and enjoyable all the way through.Animation wise it mixed many styles and approaches very well. Even when it felt OTT with the visuals it still somehow worked and I didn't feel beaten down or tired as sometimes can happen with visual overload. The overall design of the film added to this with good use of music shot framing and animation to make it feel very cool and fluid throughout. Production-wise it felt like it ""got"" the sense of humour of the script and made that work more than it otherwise would have done. Voice performances also seem to get this and everyone plays their characters well.Overall it is creative funny engaging and exciting for those that get into it and accept it on its own terms.",22 September 2019
Giving Infinity war a run for it's money,This movie was absolutely incredible. From the animation to the storytelling to the characters this movie is completely one of a kind. It is easily the best looking animated movie of the year (no surprise there) but what really caught me off guard was the story they were able to tell in such a short amount of time. Each character has their own distinct personality and is given their own separate characterization without making the movie feel bloated. I knew I would end up liking this movie but this movie has completely exceeded my expectations. If you enjoy superheros or animation you should 100% definitely watch it in a theater.,15 December 2018
Pch ching,A teenager finds his body changing and realises he can shoot sticky white substances from his body.,6 August 2021
For such an inventive premise and excellent animation questionable plot choices are made and the themes and arc are surprisingly formulaic,"I think this one is mostly ""on me"" as someone who never read comic books growing up and enjoys the ideas that movies leave me with not the visual experience as much. Spider-Verse is undeniably creative and unique particularly in its animation which I think is the best I've ever seen and the premise is a self-aware and original breath of fresh air in the superhero genre. The voice acting is good and the comedy is pretty good (though I found the jokes revolving around Miles being young and being goofy in learning his powers to be trite and overplayed). While I was ready to love it many plot points left me scratching my head and there was no sense of any real stakes. Among the frustrating plot points to me were the absurdity of the 3 new spider people especially Porky (why? How does that make any sense?); the uncle coincidentally being the person working for Kingpin and tasked with chasing down Spider-Man; Kingpin's backstory scene where we are following Miles escaping and out of nowhere cut to a memory of Kingpin's family dying after having no background on him at all just felt very out of place and poorly edited; and other minor points. The story was quite predictable and followed a rote story arc which contributed significantly to the sense that the outcome was never in doubt keeping my emotional investment and engagement low throughout. In classic deus ex machina form Miles struggled and gradually is improving in using his powers and then right after his dad talks to him he magically has complete control and can win all the fights is a beast out of nowhere? It had done such a good job of showing his struggles in being valued and succeeding in his tasks so the flipped switch of him effortlessly and suddenly being powerful was a disservice to the rest of the movie. Thematically it didn't feel like anything unique as a standard coming of age story and with a message that anyone can be a superhero. It pays obvious and honest homage to the comic book form more genuinely adapting the style than any movie I've seen before. It did many things really well but the various plot point frustrations and the lack of emotional investment due to the lack of stakes made it a forgettable if pleasant movie experience for me. I certainly recommend it to others as at minimum you'll get a fun amusing and visually gorgeous movie and if you like the comic book style it could be an all time great.",6 April 2019
The Best Spider-Man movie ever!,Spider-Man: Into the Spider-Verse is one of the most beautiful animated movies I've seen and possibly the best looking superhero movie of all time; with its bright neon colors combined with its comic book asthetic it creates a world unlike anything I've seen since the LEGO Movie. The characters are all great. Miles Morales is a fantastic protagonist; understandably scared at the prospect of being Spider-Man but excited to learn. His relationship with his father and Peter Parker are some of the most emotiinal scenes in the movie. Gwen Stacy is also a great supporting character as are thr rest of the spider people. The villains are fun and the action is jaw dropping. It's also tear jerking tribute to Stan Lee. This is the best Spider-Man movie by far.,21 December 2018
A little overrated but still good.,Didn't find the graphics that appealing and the story was ok but nothing spectacular. I'm guessing anyone into anime or young kids would've enjoyed this more than teens and older viewers. 7/10 from me,13 March 2019
What's better than one Spidey? Six Spideys of course!,Spider-Man: Into the Spider-Verse tells the story of Miles Morales(Shameik Moore). When Miles becomes the Spider-Man of his universe he meets various versions of the wall-crawler from parallel universes. Now all the Spideys must team up to put an end to a danger that could alter reality in terrible ways.Spider-Man: Into the Spider-Verse is a mind-blowing film. Directors Bob Persichetti Peter Ramsey Rodney Rothman & writer Phil Lord have given us the best big screen adaptation of Spider-Man & that's saying something. I love the fact that this movie makes us feel nostalgic about the previous big screen adaptations of Spider-Man. The animation is awe-inspiring. The comic book format of the animation is unique & is perfect for one of the most loved comic book characters. The 3D is amazing(watch this film on the biggest screen possible preferably IMAX). The action set pieces the humour & the emotional scenes are perfectly balanced throughout. The voice-over work is unforgettable. Shameik Moore is spectacular as Miles Morales. Moore brings that much needed vulnerability to his character. Jake Johnson is outstanding as Peter B. Parker. Hailee Steinfeld is brilliant as Gwen Stacy. Mahershala Ali is perfect as Uncle Aaron. Brian Tyree Henry is excellent as Jefferson Davis. John Mulaney Kimiko Glenn & Nicolas Cage are awesome as Spider-Ham Peni Parker & Spider-Man Noir respectively. Kathryn Hahn & Liev Schreiber are superb as Doc Ock & Wilson Fisk respectively. Lily Tomlin Luna Lauren Velez Zoe Kravitz & Chris Pine are great as Aunt May Rio Morales Mary Jane & Peter Parker respectively. Everything about Spider-Man: Into the Spider-Verse is jaw-dropping! A must watch. Swing by your nearest multiplex immediately!,16 December 2018
Visually Beautiful but the Good Part of the Story is in Another Dimension,It started of well and I knew by the trailer what I was going to expect. I was waiting for something beyond my expectation but when it became weirder it definitely became a lot weirder. If you have seen episodes of The Flash this film's story feels like meh. Apart from the dialogues it's definitely bad writing. The main character is completely clueless about being spider-man but when the writers need him to use his skills voila! he knows it all like the back of his hand.People who say this is the most visually stunning film they have ever seen are those who haven't seen films. All those who have given this a rating standing at 8 point something have been blown over the visuals of this film which is great but every film's basic foot lies in it's screenplay. This is sloppy writing. Aunt May being kind of Iron Man and all. There is a moment in every new super hero film where the hero falls short of confidence and then a few scenes or a lot of scenes later the confidence is regained. Here it happens in the very next scene. What a load of BS. Spider-man sticky web sticks to his hand easily and is a disturbance for him but it is conveniently easy for the villain to break that sticky webAnd Nicoles Cage..Are you kidding me...His way of talking makes it irritatingly meme funny. Depressing. His character was a complete waste.But definitely much better than Captain Marvel. This film is visually stunning and the animation is excellent. Kudos to the animation artists. But the writers need to write better.,15 March 2019
This movie is not over hyped!,Going into this I had high hopes but was afraid It might not be as good as the hype says But damn... This movie is underhyped. I loved every second of it. The animation was gorgeous the characters were so fun and the soundtrack flawless. The twists you never see coming and don't even get me started on how beautiful the end fight scene was. This film is the best animated film of 2018 and in my opinion the best film of 2018 definitely worth seeing!,15 December 2018
Out of This Dimension Good! 100/10 off the Charts!,I knew that this movie would be good from the first moment I heard about it last year and it did not disappoint me one bit. It met all of my expectations and then went above and beyond them. The animation is a blend of CGI stop animation pop/comic book art and realism. The vibrant colors pop out at you and the action sequences really enthrall. A very captivating and beautiful piece of art is this movie and the writing choices leave nothing to be desired. The story is that of the traditional starting superhero with a bunch of twists thrown in. The movie itself actually follows past comics for the most part with some minor changes here and there. A true Spider-Man or comic book fan in general will not have anything to criticize in this movie. Everything that fans want to see out of Spidey(s) is in this movie. There are multiple different variations of Spider-Man in the film and all of them have their special moments to shine. The end credit scene just rockets this movie up past my already positive expectations and it gets a 10/10 from me! The movie can be enjoyed by both young and old alike and trust me it will blow your mind! Best animated film of 2018 and one of the best superhero movies ever made. It deserves any and all awards and kudos it will surely garner.,15 December 2018
Come on give this a chance,Amazing movie. Great animation the best Spider-Man movie in my opinion,20 December 2018
"""What would I do if I were me?""","Uh-oh I feel a 'here I go again' coming. As I write this ""Spider-Man: Into the Spider-Verse"" is ranked #29 on IMDb's list of Top 250 movies of all time right there in between ""Saving Private Ryan"" and ""Léon: The Professional"". Among the eighty plus comic-book based super-hero movies I've seen and reviewed it comes in at #2 right behind ""The Dark Knight"" which means viewers give it a higher rating than ""Avengers: Infinity War"" and ""Guardians of the Galaxy"" if any of you Marvel fans care about that. I don't know I just think there's just something askew about that instinctively telling me that in this case it's not the quality of the movie that places it so high in the rankings but the overall popularity and buzz that attaches itself to the film. But enough of that.I actually thought the film was OK not great but OK. As far as animated movies go I thought it was exceptionally rendered with bright vivid colors and an interesting cast of characters some of whom I was familiar with and others not. I actually do remember Spider-Ham from the dark recesses of my memory long ago. As far as the story line goes it wasn't particularly new or innovative how many threats to reality have you encountered over the course of your movie viewing lives? If it sounds like I'm trashing the flick I'm not really I think it's great for kids and fans of animated movies. Speaking of which and relative to my argument above the picture is outranked by the Japanese anime ""Spirited Away"" on the current Top 250 at Number #27 so I'm not bashing the picture for not being live action.My biggest kick out of watching the movie and I make this statement a lot about Marvel based comic book movies was seeing writer and artist Stan Lee drawn into the film as a store clerk named appropriately enough 'Stan'. With his recent passing at the age of ninety five it saddens me to know that I won't be seeing him in those ubiquitous cameo spots that I always look for in a Marvel super-hero film. As one of the original creators of Spider-Man along with Steve Ditko (who also passed away in 2018) I'd like to think that Stan Lee got his own special preview showing of ""Into the Spider-Verse"" before he entered Valhalla. He is one that will be missed.",2 January 2019
See it in 3D!!!,Loved this movie. Great action. 3D was awesome since it's in cartoon format. Will go see it again.,14 December 2018
Sony you are reedemed.,Okay first of all WHAT SONY? A good animated film?! A GREAT animated film?! Don't has reedemed themselves in my book and have created the DEFINITIVE Spider-Man movie in the process.,20 December 2018
